codigo,nombre_iniciativa,facultad,carrera,instrumento,anio,semestre,modalidad,estado_sisav,n_estudiantes,n_academicos,n_titulados,n_empleadores,n_organizaciones_osc,n_titulados_charlista,n_titulados_expositor,n_titulados_asistente,n_empleadores_charlista,n_empleadores_expositor,n_empleadores_asistente,n_organizaciones_osc_charlista,n_organizaciones_osc_expositor,n_organizaciones_osc_asistente,competencia_sello,sello_tecnologia,sello_responsabilidad_social,sello_sustentabilidad,sello_genero,competencia_generica,dominios_disciplinares,ciclo_estudio,internacionalizacion,catedra_asignatura,comuna_rm,evidencia,cantidad_act_planificadas,cantidad_act_ejecutadas,requiere_revision,motivo_revision,_archivo_origen,_anio,_origen_dato
DEMO-0484,Iniciativa demo 0484,FAE,Bibliotecología y Documentación,CENTRALIZADAS,2025,2S,Presencial,EJECUCION,72.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Competencias identitarias Diseño UTEM,1,False,dibujo I,Las Condes,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0485,Iniciativa demo 0485,FCNMMA,Ingeniería Química,CENTRALIZADAS,2025,1S,Online,FINALIZADOS,43.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Tecnología,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Gestión Informática: define requerimientos, aplica metodologías, diseña soluciones y determina costos para el desarrollo de un sistema de información. Formula, evalúa y gestiona proyectos informáticos. Organiza y dirige equipos de auditoría informática. Políticas y planes de seguridad informática. Tecnologías de información y comunicación: diseña, configura y monitorea redes de computadores. Administra sistemas operativos, sistemas de cuenta de usuarios y plataformas virtuales. Administra con eficiencia conexiones, distribuye recursos y maneja fallas de sistema; Tecnologías de información y comunicación: diseña, configura y monitorea redes de computadores. Administra sistemas operativos, sistemas de cuenta de usuarios y plataformas virtuales. Administra con eficiencia conexiones, distribuye recursos y maneja fallas de sistema",2,False,Dibujo Técnico I,Las Condes,SI,4.0,4.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0486,Iniciativa demo 0486,FHTCS,Diseño_Industrial,EXTENSION,2025,2S,Online,Finalizada,57.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Tecnología; Responsabilidad social,True,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Asesoria y Repressentación e Investigación,3,False,Sistema de Telecomunicaciones,Las Condes,NO,7.0,7.0,True,sin evidencia,generador_sintetico_seed42,2025,sintetico
DEMO-0487,Iniciativa demo 0487,FCNMMA,Ingeniería_Civil_Matemática,EXTENSION,2025,2S,Presencial,Finalizada,34.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Gestión Informática; Tecnologías de información y comunicación; Ingeniería de software,1,False,Taller de Titulo I,Independencia,SI,3.0,3.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0488,Iniciativa demo 0488,FAE,Ingeniería_en_Gestión_Turística,EXTENSION,2025,2S,Presencial,Finalizada,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOSTENIBILIDAD; TECNOLOGIA,True,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Diseño de Sistemas y Procesos Organizacionales, Evaluación y Desarrollo de Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional",2,False,Diseño Industrial IV,Talagante,SI,7.0,5.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0489,Iniciativa demo 0489,FCNMMA,Ingeniería_en_Industria_Alimentaria,VT,2025,1S,Presencial,Finalizada,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TECNOLOGIA,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Ciencia de la computación; tecnologías de información,1,False,TALLER DE ARQUITECTURA II,Colina,SI,8.0,7.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0490,Iniciativa demo 0490,FING,Ingeniería_Civil_Biomédica,EXTENSION,2025,2S,Presencial,Finalizada,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TECNOLOGIA; SOSTENIBILIDAD; RESPONSABILIDAD_SOCIAL,True,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Mantenimiento; Diseño y selección de equipos e instalaciones; Diseño y selección de procesos de fabricación y de manufactura; Proyectos mecánicos,3,False,Derecho Procesal,El Bosque,SI,5.0,5.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0491,Iniciativa demo 0491,FCNMMA,Ingeniería_en_Biotecnología,VEDP,2025,2S,Presencial,Finalizada,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Planificación y Gestión Turística,1,False,"Biología General, Ingeniería Metabolica y Fermentaciones.",Lo Espejo,SI,8.0,7.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0492,Iniciativa demo 0492,FHTCS,Diseño_Industrial,EXTENSION,2025,2S,Presencial,Finalizada,222.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TECNOLOGIA; RESPONSABILIDAD_SOCIAL,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Proyectar, Valorar",1,False,Habilidades personales e interpersonales,Puente Alto,SI,3.0,2.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0493,Iniciativa demo 0493,FCJS,Derecho,VEDP,2025,2S,Presencial,Finalizada,80.0,6.0,14.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,SUSTENTABILIDAD; TECNOLOGIA,True,False,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Planificar, programar y evaluar procesos constructivos, Gestionar y administrar proyectos y procesos constructivos, Desarrollar y ejecutar proyectos y procesos constructivos",1,False,DESARROLLO SUSTENTABLE EN CONSTRUCCION,La Florida,SI,2.0,2.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0494,Iniciativa demo 0494,FAE,Ingeniería_en_Comercio_Internacional,VT,2025,2S,Presencial,Finalizada,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tecnología; Género; Sostenibilidad,True,False,True,True,Competencias para la empleabilidad y el Aprendizaje Continuo,Ingeniería del Conocimiento; Ingeniería Computacional,3,False,TALLER DE INNOVACION Y EMPRENDIMIENTO,Nunoa,SI,6.0,6.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0495,Iniciativa demo 0495,FCNMMA,Ingeniería en Biotecnología,CENTRALIZADAS,2025,1S,Presencial,NO REALIZADO,19.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sostenibilidad; Tecnología,True,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Proyectar e Investigar,2,False,Sin información,Talagante,SI,5.0,4.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0496,Iniciativa demo 0496,FHTCS,Diseño_Industrial,EXTENSION,2025,2S,Hibrida,No ejecutada,35.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,TECNOLOGIA,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Genera conocimientos para formular soluciones científico-tecnológicas propias de la disciplina, mediante la aplicación del método científico y técnicas afines, con actitud re¬flexiva, sistemática, creativa e innovativa. Formula con autonomía proyectos de investigación mostrando dominio en su formación disciplinaria. Expone sus investigaciones en distintos medios de difusión internos y/o externos",0,False,unidad de investigación,San Miguel,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0497,Iniciativa demo 0497,FCNMMA,Ingeniería_en_Industria_Alimentaria,VEDP,2025,1S,Presencial,Finalizada,126.0,0.0,22.0,1.0,1.0,4.0,3.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,TECNOLOGIA; RESPONSABILIDAD_SOCIAL,True,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Linea de Tributaria, Tecnologías de la Información Contable",1,False,Investigación social II,Lo Espejo,NO,2.0,1.0,True,sin evidencia,generador_sintetico_seed42,2025,sintetico
DEMO-0498,Iniciativa demo 0498,FHTCS,Diseño_en_Comunicación_Visual,EXTENSION,2025,1S,Presencial,Finalizada,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Responsabilidad social; Inclusión,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Competencias identitarias Diseño UTEM,3,False,"PRACTICA TECNICO PROFESIONAL: TALLER DE VINCULACION LABORAL, 	DISEÑO INDUSTRIAL III",La Cisterna,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0499,Iniciativa demo 0499,FCCOT,Arquitectura,CENTRALIZADAS,2025,2S,Presencial,FINALIZADO,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUSTENTABILIDAD,False,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Intervención social Políticas sociales y participación en lo público,2,False,DESARROLLO SUSTENTABLE EN CONSTRUCCION,La Cisterna,SI,5.0,3.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0500,Iniciativa demo 0500,FHTCS,Diseño_Industrial,VEDP,2025,2S,Presencial,Finalizada,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Competencias identitarias Diseño UTEM, Competencias Red CRUCH",0,False,Diseño Industrial IV,Providencia,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0501,Iniciativa demo 0501,FHTCS,Trabajo_Social,EXTENSION,2025,2S,Presencial,No ejecutada,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Tecnología,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Farmacia asistencial, hospitalaria y comunitaria",3,True,Microbiología aplicada,Quinta Normal,SI,2.0,2.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0502,Iniciativa demo 0502,FAE,Ingeniería_en_Gestión_Turística,VT,2025,2S,Presencial,Finalizada,0.0,4.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,Tecnología,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Ciencia Jurídica y Litigación,1,False,Supply Chain Management Sec 811 y 812,Macul,SI,2.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0503,Iniciativa demo 0503,FCNMMA,Ingeniería_en_Industria_Alimentaria,VEDP,2025,2S,Presencial,Finalizada,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Proyectual. charlas y talleres,2,False,gestión de operaciones y geatión logística,Quilicura,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0504,Iniciativa demo 0504,FING,Ingeniería_en_Informática,EXTENSION,2025,1S,Presencial,Finalizada,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tecnología; Responsabilidad social,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Ciencias básicas, Investigación, desarrollo e innovación",1,False,Taller de Título I,Santiago,SI,7.0,6.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0505,Iniciativa demo 0505,FHTCS,Diseño_Industrial,EXTENSION,2025,Anual,Presencial,Finalizada,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Responsabilidad social,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Proyectar,2,False,Sistemas de Información para la Gestión Industrial,Las Condes,SI,2.0,2.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0506,Iniciativa demo 0506,FCCOT,Arquitectura,CENTRALIZADAS,2025,1S,Presencial,Finalizada,49.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Diseño de Sistemas y Procesos Organizacionales, Evaluación y Desarrollo De Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional; Diseño y Gestión de Procesos Productivos Agroindustriales, Evaluación y Desarrollo de Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional; Planificar, programar, diseñar, ejecutar, optimizar, dirigir, supervisar y evaluar procesos productivos en industrias de su competencia profesional. Integración conceptual, gráfica de diferentes componentes de la tecnología, conducentes a la presentación de la creación de procesos, equipos y productos. El diseño moderno y la operación de sus sistemas tecnológicos",3,False,Diseño Industrial IV,Quinta Normal,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0507,Iniciativa demo 0507,FHTCS,Diseño_Industrial,EXTENSION,2025,2S,Presencial,Finalizada,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tecnología,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Es un profesional del más alto nivel capaz de trabajar en forma independiente o en grupos interdisciplinarios; cuenta con una sólida formación en los diferentes campos de las ciencias básicas, ciencias de la ingeniería y biotecnología,Es capaz de plantear y resolver problemas específicos del área productiva diseñando los programas que permitan dar solución mediante la aplicación de la biotecnología",1,False,Recursos Turísticos II,Penalolen,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0508,Iniciativa demo 0508,FHTCS,Trabajo_Social,VEDP,2025,1S,Presencial,No ejecutada,589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tecnología; Sostenibilidad,True,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Linea de Tributaria, Tecnologías de la Información Contable",2,False,Trabajo de Título I,Providencia,SI,4.0,2.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0509,Iniciativa demo 0509,FCNMMA,Ingeniería_en_Industria_Alimentaria,VEDP,2025,1S,Presencial,Finalizada,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUSTENTABILIDAD; RESPONSABILIDAD_SOCIAL,False,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Proyectar y valorar,3,False,Seminario Diseño Industrial,Providencia,SI,3.0,2.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0510,Iniciativa demo 0510,FING,Ingeniería_Civil_en_Mecánica,EXTENSION,2025,2S,Presencial,Finalizada,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,TECNOLOGIA; RESPONSABILIDAD_SOCIAL,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Tiene la capacidad para investigar, innovar y dar lugar a nuevas tecnologías y alternativas en la producción de alimentos, productos farmacéuticos, agropecuarios y disminución de los problemas de contaminación mediante la utilización de agentes y productos biológicos; Formula, desarrolla y mejora proyectos de manera competitiva en el área biotecnología vigentes con respecto a la conservación de los recursos biológicos, la producción de organismos, el impacto y la contaminación ambiental",3,False,Objeto Textil,Quilicura,SI,2.0,2.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0511,Iniciativa demo 0511,FAE,Ingeniería_Comercial,VT,2025,2S,Presencial,Finalizada,40.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Tecnología; Responsabilidad social,True,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Comunica información espacial a través del diseño y la generación de productos carto¬gráficos multimediales, para la comprensión del medio, con creatividad, ética y empatía disciplinaria. Genera conocimientos para formular soluciones científico-tecnológicas propias de la disciplina, mediante la aplicación del método científico y técnicas afines, con actitud re¬flexiva, sistemática, creativa e innovativa. Formula con autonomía proyectos de investigación mostrando dominio en su formación disciplinaria. Expone sus investigaciones en distintos medios de difusión internos y/o externos",2,False,Ingeniería de Procesos Alimentarios II/Técnicas de conservación de los alimentos,Las Condes,SI,2.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0512,Iniciativa demo 0512,FCCOT,Arquitectura,CENTRALIZADAS,2025,2S,Presencial,Finalizada,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TECNOLOGIA; RESPONSABILIDAD_SOCIAL,True,True,False,False,"Competencias para la empleabilidad y el Aprendizaje Continuo; Competencias genéricas para la ciudadanía, la vida y el bienestar",Operación turística,2,False,"Ingeniería de Procesos Alimentarios II,Técnicas de Conservación de Alimentos",Vitacura,SI,6.0,5.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0513,Iniciativa demo 0513,FCJS,Derecho,VEDP,2025,2S,Presencial,Finalizada,23.0,2.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,31.0,SUSTENTABILIDAD; RESPONSABILIDAD_SOCIAL; TECNOLOGIA,True,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Proyectual, Histórico teórico, Expresivo tecnológico",3,False,Recursos Turísticos i,San Miguel,SI,4.0,4.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0514,Iniciativa demo 0514,FING,Ingeniería_Civil_en_Mecánica,EXTENSION,2025,2S,Presencial,Finalizada,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Tecnología; Responsabilidad social,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Gestor, analizador y creador de recursos informativos en sistemas y redes; Organizador, buscador y difusor de la información registrada en diferentes medios",0,False,TALLER DE ARQUITECTURA VIII,La Granja,SI,4.0,3.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0515,Iniciativa demo 0515,FING,Ingeniería_en_Ciencias_de_Datos,EXTENSION,2025,2S,Presencial,Finalizada,0.0,0.0,10.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Conocimientos profesionales; Competencias Generales de Ingeniería; Formula sistemas organizacionales; Planifica actividades organizacionales; Desarrolla innovación y emprendimiento de negocios,0,True,Taller Diseño Industrial VII  Taller de Titulación de Diseño Industrial,San Ramon,SI,2.0,2.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0516,Iniciativa demo 0516,FING,Ingeniería Civil Industrial,CENTRALIZADAS,2025,2S,Presencial,FINALIZADOS,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Planificar y Gestionar,1,False,GESTIÓN I,San Ramon,SI,8.0,7.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0517,Iniciativa demo 0517,FCNMMA,Química_Industrial,EXTENSION,2025,1S,Presencial,Finalizada,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RESPONSABILIDAD_SOCIAL; SUSTENTABILIDAD,False,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Ingeniería Aplicada y Tecnología (Res°01102 - Rediseño 2025); Específica - Geomensura en Ingeniería del Territorio (Res°01102 - Rediseño 2025),3,False,Políticas públicas sectoriales Investigación Social II,Penalolen,SI,4.0,3.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0518,Iniciativa demo 0518,FING,Ingeniería_Civil_en_Computación_Mención_Informática,EXTENSION,2025,1S,Presencial,Finalizada,43.0,4.0,10.0,1.0,2.0,2.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,TECNOLOGIA,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Diseño y desarrollo de soluciones electrónicas; Gestión y supervisión de proyectos eléctricos, electrónicos, de telecomunicaciones y control",1,False,Normativa y Buenas Prácticas del Guía de Turismo; Planificación Turística,Providencia,SI,2.0,2.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0519,Iniciativa demo 0519,FAE,Ingeniería Comercial,CENTRALIZADAS,2025,2S,Presencial,NO EJECUTADA,31.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Planificar, programar y evaluar procesos constructivos, Gestionar y administrar proyectos y procesos constructivos, Desarrollar y ejecutar proyectos y procesos constructivos",1,False,"DISEÑO INDUSTRIAL III,DISEÑO INDUSTRIAL VII",Quilicura,SI,7.0,7.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0520,Iniciativa demo 0520,FAE,Ingeniería_Comercial,VT,2025,1S,Presencial,Finalizada,49.0,2.0,9.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,SUSTENTABILIDAD; TECNOLOGIA,True,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Operación turística; Planificación y Gestión Turística,2,True,Sistematización en Trabajo Social,Lo Barnechea,SI,6.0,5.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0521,Iniciativa demo 0521,FHTCS,Trabajo_Social,VEDP,2025,1S,Presencial,Finalizada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOSTENIBILIDAD; RESPONSABILIDAD_SOCIAL; TECNOLOGIA,True,True,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Investigar,1,False,Gestión de Operaciones 2,Quilicura,NO,4.0,4.0,True,sin evidencia,generador_sintetico_seed42,2025,sintetico
